GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36001013707,36001013707,"Census Tract 137.07, Albany County, New York",2405,115,1963,146,442,130
1400000US36001013801,36001013801,"Census Tract 138.01, Albany County, New York",2929,178,2265,172,664,164
1400000US36001013802,36001013802,"Census Tract 138.02, Albany County, New York",1468,72,1420,73,48,34
1400000US36001013901,36001013901,"Census Tract 139.01, Albany County, New York",945,74,814,85,131,49
1400000US36001013902,36001013902,"Census Tract 139.02, Albany County, New York",2135,144,1566,181,569,173
1400000US36001014001,36001014001,"Census Tract 140.01, Albany County, New York",1892,121,922,112,970,127
1400000US36001014002,36001014002,"Census Tract 140.02, Albany County, New York",1791,134,1177,112,614,144
1400000US36001014100,36001014100,"Census Tract 141, Albany County, New York",2228,126,1694,133,534,134
1400000US36001014201,36001014201,"Census Tract 142.01, Albany County, New York",2137,120,1487,152,650,156
1400000US36001014202,36001014202,"Census Tract 142.02, Albany County, New York",2571,141,1648,157,923,164
1400000US36001014203,36001014203,"Census Tract 142.03, Albany County, New York",2603,97,2147,100,456,108
1400000US36001014301,36001014301,"Census Tract 143.01, Albany County, New York",1137,67,838,80,299,84
1400000US36001014302,36001014302,"Census Tract 143.02, Albany County, New York",3053,131,2588,212,465,184
1400000US36001014401,36001014401,"Census Tract 144.01, Albany County, New York",1695,105,1288,122,407,115
1400000US36001014402,36001014402,"Census Tract 144.02, Albany County, New York",1358,84,829,124,529,115
1400000US36001014501,36001014501,"Census Tract 145.01, Albany County, New York",900,83,770,79,130,53
1400000US36001014502,36001014502,"Census Tract 145.02, Albany County, New York",1339,97,1222,92,117,56
1400000US36001014503,36001014503,"Census Tract 145.03, Albany County, New York",1109,72,911,67,198,50
1400000US36001014606,36001014606,"Census Tract 146.06, Albany County, New York",1313,97,1176,95,137,64
1400000US36001014607,36001014607,"Census Tract 146.07, Albany County, New York",3074,110,2494,152,580,155
1400000US36001014608,36001014608,"Census Tract 146.08, Albany County, New York",1162,59,850,60,312,82
1400000US36001014609,36001014609,"Census Tract 146.09, Albany County, New York",2457,138,1297,137,1160,175
1400000US36001014611,36001014611,"Census Tract 146.11, Albany County, New York",875,47,650,53,225,39
1400000US36001014612,36001014612,"Census Tract 146.12, Albany County, New York",693,41,504,44,189,45
1400000US36001014613,36001014613,"Census Tract 146.13, Albany County, New York",1096,69,856,82,240,71
1400000US36001014614,36001014614,"Census Tract 146.14, Albany County, New York",2371,141,1342,155,1029,179
1400000US36001014615,36001014615,"Census Tract 146.15, Albany County, New York",1255,87,238,61,1017,97
1400000US36001014700,36001014700,"Census Tract 147, Albany County, New York",981,80,880,73,101,49
1400000US36001014801,36001014801,"Census Tract 148.01, Albany County, New York",1109,50,1021,56,88,34
1400000US36001014802,36001014802,"Census Tract 148.02, Albany County, New York",727,70,644,73,83,37
1400000US36001014803,36001014803,"Census Tract 148.03, Albany County, New York",1323,105,1179,107,144,78
1400000US36003940200,36003940200,"Census Tract 9402, Allegany County, New York",1,2,1,2,0,11
1400000US36003950100,36003950100,"Census Tract 9501, Allegany County, New York",1020,77,862,78,158,62
1400000US36003950300,36003950300,"Census Tract 9503, Allegany County, New York",1574,109,1143,86,431,79
1400000US36003950400,36003950400,"Census Tract 9504, Allegany County, New York",1427,93,1192,87,235,49
1400000US36003950500,36003950500,"Census Tract 9505, Allegany County, New York",1579,140,1272,124,307,65
1400000US36003950600,36003950600,"Census Tract 9506, Allegany County, New York",1602,88,1144,87,458,82
1400000US36003950700,36003950700,"Census Tract 9507, Allegany County, New York",1630,131,967,117,663,111
1400000US36003950800,36003950800,"Census Tract 9508, Allegany County, New York",1198,182,721,89,477,112
1400000US36003950900,36003950900,"Census Tract 9509, Allegany County, New York",1619,82,1257,94,362,72
1400000US36003951000,36003951000,"Census Tract 9510, Allegany County, New York",1292,86,1069,80,223,62
1400000US36003951100,36003951100,"Census Tract 9511, Allegany County, New York",1676,110,1052,125,624,127
1400000US36003951200,36003951200,"Census Tract 9512, Allegany County, New York",1945,94,1534,92,411,70
1400000US36003951300,36003951300,"Census Tract 9513, Allegany County, New York",1561,102,1249,105,312,62
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,16,0,16,0,16
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",1321,87,644,119,677,143
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1935,97,1482,169,453,154
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",1962,77,249,71,1713,100
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",969,51,100,46,869,62
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",3074,113,554,182,2520,210
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1982,87,8,12,1974,88
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",28,44,0,11,28,44
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1890,91,82,45,1808,106
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",1059,48,0,11,1059,48
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1467,75,59,54,1408,76
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",2377,98,449,163,1928,165
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",564,38,129,45,435,52
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1216,65,108,58,1108,92
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",1328,64,99,64,1229,84
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",143,40,0,11,143,40
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",406,36,112,36,294,45
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",1986,145,105,61,1881,139
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",494,47,258,61,236,52
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",2030,134,159,82,1871,127
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",2707,94,317,160,2390,186
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",2047,85,191,68,1856,113
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1636,59,85,45,1551,73
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",718,16,172,66,546,65
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1325,77,127,52,1198,96
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1564,62,183,65,1381,91
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1888,91,81,53,1807,102
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",2046,68,0,16,2046,68
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",825,30,30,18,795,34
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1508,75,0,11,1508,75
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1800,95,306,96,1494,112
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",883,61,161,44,722,81
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1033,77,236,76,797,98
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",361,30,20,16,341,33
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",2203,146,1141,206,1062,192
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2431,107,100,74,2331,132
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1843,100,176,69,1667,119
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1287,100,177,92,1110,126
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1900,65,29,27,1871,70
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2317,108,99,62,2218,134
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",1023,58,289,84,734,103
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",2699,127,199,105,2500,144
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1334,95,281,86,1053,108
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",982,33,377,66,605,62
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1649,79,366,120,1283,134
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1359,76,19,16,1340,78
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",1339,84,469,99,870,114
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",2276,117,255,96,2021,146
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",1562,88,343,91,1219,123
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",626,27,159,36,467,45
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",2112,109,409,140,1703,164
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",2317,117,28,42,2289,120
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",2084,83,198,71,1886,110
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",728,44,478,61,250,62
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",1937,72,201,61,1736,93
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",1470,47,151,52,1319,73
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",2001,81,70,45,1931,87
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1140,68,47,37,1093,72
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",1174,65,290,90,884,94
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",1802,78,466,100,1336,117
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",1633,109,123,46,1510,118
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",766,44,291,64,475,60
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1738,90,751,141,987,147
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",46,37,0,11,46,37
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",1310,98,101,71,1209,112
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",571,37,14,17,557,39
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",1508,82,1134,107,374,106
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",1877,114,77,51,1800,116
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",909,57,180,48,729,69
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",511,39,6,10,505,39
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",1464,83,133,73,1331,103
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",1402,68,262,79,1140,97
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",737,65,128,49,609,71
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",1445,101,109,79,1336,121
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",496,23,326,62,170,57
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",1638,86,199,73,1439,94
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",2474,101,1651,223,823,211
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",2231,149,100,68,2131,166
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",1360,77,119,49,1241,87
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",1012,80,724,102,288,93
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",2123,101,146,62,1977,116
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",555,41,31,26,524,48
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",2156,126,262,103,1894,145
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",2289,94,73,50,2216,102
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",1990,59,6,18,1984,66
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",1672,24,0,16,1672,24
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",1534,71,124,57,1410,90
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",1739,118,275,96,1464,138
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",900,54,580,66,320,64
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",1621,75,230,86,1391,115
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",1131,29,62,38,1069,50
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",1414,77,182,81,1232,99
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",502,47,248,54,254,51
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",649,45,49,30,600,54
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",1540,101,785,121,755,157
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",1815,62,17,18,1798,64
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",569,45,304,69,265,76
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",0,11,0,11,0,11
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",415,33,293,46,122,42
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",354,34,8,8,346,34
1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",757,55,552,68,205,61
1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",961,50,43,27,918,45
1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",499,23,85,50,414,51
1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",0,11,0,11,0,11
1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",2034,111,90,53,1944,124
1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",2626,120,41,65,2585,137
1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",1141,105,131,68,1010,119
1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",1698,83,210,72,1488,97
1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",1699,85,209,61,1490,97
1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",1151,50,0,11,1151,50
1400000US36005018101,36005018101,"Census Tract 181.01, Bronx County, New York",1029,62,83,51,946,77
1400000US36005018102,36005018102,"Census Tract 181.02, Bronx County, New York",1638,70,42,24,1596,71
1400000US36005018301,36005018301,"Census Tract 183.01, Bronx County, New York",1973,68,388,87,1585,99
1400000US36005018302,36005018302,"Census Tract 183.02, Bronx County, New York",1268,60,50,27,1218,60
1400000US36005018400,36005018400,"Census Tract 184, Bronx County, New York",1471,81,653,107,818,131
1400000US36005018500,36005018500,"Census Tract 185, Bronx County, New York",2678,149,40,44,2638,154
1400000US36005018900,36005018900,"Census Tract 189, Bronx County, New York",2930,93,202,107,2728,136
1400000US36005019300,36005019300,"Census Tract 193, Bronx County, New York",2120,114,0,16,2120,114
1400000US36005019400,36005019400,"Census Tract 194, Bronx County, New York",733,48,222,66,511,75
1400000US36005019500,36005019500,"Census Tract 195, Bronx County, New York",2731,98,116,66,2615,118
1400000US36005019700,36005019700,"Census Tract 197, Bronx County, New York",2235,80,14,23,2221,82
1400000US36005019900,36005019900,"Census Tract 199, Bronx County, New York",2780,94,137,80,2643,112
1400000US36005020000,36005020000,"Census Tract 200, Bronx County, New York",1474,71,182,70,1292,101
1400000US36005020100,36005020100,"Census Tract 201, Bronx County, New York",1348,42,32,27,1316,51
1400000US36005020200,36005020200,"Census Tract 202, Bronx County, New York",844,46,88,29,756,49
1400000US36005020400,36005020400,"Census Tract 204, Bronx County, New York",1073,54,273,98,800,101
1400000US36005020501,36005020501,"Census Tract 205.01, Bronx County, New York",2821,92,65,64,2756,116
1400000US36005020502,36005020502,"Census Tract 205.02, Bronx County, New York",883,60,76,31,807,69
1400000US36005020601,36005020601,"Census Tract 206.01, Bronx County, New York",890,63,264,79,626,95
1400000US36005020900,36005020900,"Census Tract 209, Bronx County, New York",1661,95,6,9,1655,95
1400000US36005021001,36005021001,"Census Tract 210.01, Bronx County, New York",3945,174,1118,294,2827,314
1400000US36005021002,36005021002,"Census Tract 210.02, Bronx County, New York",3131,65,568,156,2563,167
1400000US36005021100,36005021100,"Census Tract 211, Bronx County, New York",1827,84,115,45,1712,87
1400000US36005021200,36005021200,"Census Tract 212, Bronx County, New York",2189,125,551,136,1638,156
1400000US36005021301,36005021301,"Census Tract 213.01, Bronx County, New York",446,38,63,24,383,42
1400000US36005021302,36005021302,"Census Tract 213.02, Bronx County, New York",2049,107,57,54,1992,111
1400000US36005021501,36005021501,"Census Tract 215.01, Bronx County, New York",1383,52,14,23,1369,60
1400000US36005021502,36005021502,"Census Tract 215.02, Bronx County, New York",2123,69,59,53,2064,77
1400000US36005021601,36005021601,"Census Tract 216.01, Bronx County, New York",1646,77,315,75,1331,105
1400000US36005021602,36005021602,"Census Tract 216.02, Bronx County, New York",2307,111,344,117,1963,159
1400000US36005021700,36005021700,"Census Tract 217, Bronx County, New York",1690,95,28,20,1662,97
1400000US36005021800,36005021800,"Census Tract 218, Bronx County, New York",2275,131,473,141,1802,196
1400000US36005021900,36005021900,"Census Tract 219, Bronx County, New York",388,36,0,11,388,36
1400000US36005022000,36005022000,"Census Tract 220, Bronx County, New York",691,37,11,11,680,37
1400000US36005022101,36005022101,"Census Tract 221.01, Bronx County, New York",1211,61,0,11,1211,61
1400000US36005022102,36005022102,"Census Tract 221.02, Bronx County, New York",1678,75,36,32,1642,81
1400000US36005022200,36005022200,"Census Tract 222, Bronx County, New York",1175,52,150,59,1025,74
1400000US36005022300,36005022300,"Census Tract 223, Bronx County, New York",1826,51,0,16,1826,51
1400000US36005022401,36005022401,"Census Tract 224.01, Bronx County, New York",1129,55,191,76,938,85
1400000US36005022403,36005022403,"Census Tract 224.03, Bronx County, New York",1359,43,153,57,1206,67
1400000US36005022404,36005022404,"Census Tract 224.04, Bronx County, New York",1818,73,366,103,1452,123
1400000US36005022500,36005022500,"Census Tract 225, Bronx County, New York",2351,92,76,59,2275,105
1400000US36005022701,36005022701,"Census Tract 227.01, Bronx County, New York",1846,62,72,53,1774,80
1400000US36005022702,36005022702,"Census Tract 227.02, Bronx County, New York",566,20,5,9,561,22
1400000US36005022703,36005022703,"Census Tract 227.03, Bronx County, New York",585,40,12,18,573,43
1400000US36005022800,36005022800,"Census Tract 228, Bronx County, New York",2387,115,260,99,2127,156
1400000US36005022901,36005022901,"Census Tract 229.01, Bronx County, New York",1832,101,55,43,1777,115
1400000US36005022902,36005022902,"Census Tract 229.02, Bronx County, New York",1073,80,114,73,959,98
1400000US36005023000,36005023000,"Census Tract 230, Bronx County, New York",934,69,194,60,740,76
1400000US36005023100,36005023100,"Census Tract 231, Bronx County, New York",464,19,16,15,448,25
1400000US36005023200,36005023200,"Census Tract 232, Bronx County, New York",826,52,323,60,503,74
1400000US36005023301,36005023301,"Census Tract 233.01, Bronx County, New York",1547,69,46,44,1501,73
1400000US36005023302,36005023302,"Census Tract 233.02, Bronx County, New York",996,50,4,8,992,50
1400000US36005023501,36005023501,"Census Tract 235.01, Bronx County, New York",1080,46,0,11,1080,46
1400000US36005023502,36005023502,"Census Tract 235.02, Bronx County, New York",1666,49,81,44,1585,66
1400000US36005023600,36005023600,"Census Tract 236, Bronx County, New York",647,36,104,45,543,58
1400000US36005023702,36005023702,"Census Tract 237.02, Bronx County, New York",340,27,6,8,334,28
1400000US36005023703,36005023703,"Census Tract 237.03, Bronx County, New York",1509,71,19,20,1490,78
1400000US36005023704,36005023704,"Census Tract 237.04, Bronx County, New York",1349,73,27,32,1322,80
1400000US36005023800,36005023800,"Census Tract 238, Bronx County, New York",837,55,238,56,599,74
1400000US36005023900,36005023900,"Census Tract 239, Bronx County, New York",2537,124,65,62,2472,128
1400000US36005024000,36005024000,"Census Tract 240, Bronx County, New York",1231,92,324,100,907,126
1400000US36005024100,36005024100,"Census Tract 241, Bronx County, New York",1849,100,96,60,1753,103
1400000US36005024300,36005024300,"Census Tract 243, Bronx County, New York",1953,81,78,41,1875,83
1400000US36005024400,36005024400,"Census Tract 244, Bronx County, New York",803,45,299,59,504,68
1400000US36005024501,36005024501,"Census Tract 245.01, Bronx County, New York",1524,62,72,56,1452,78
1400000US36005024502,36005024502,"Census Tract 245.02, Bronx County, New York",1220,44,43,42,1177,56
1400000US36005024600,36005024600,"Census Tract 246, Bronx County, New York",742,33,392,77,350,80
1400000US36005024700,36005024700,"Census Tract 247, Bronx County, New York",755,33,38,19,717,32
1400000US36005024800,36005024800,"Census Tract 248, Bronx County, New York",1145,71,281,69,864,94
1400000US36005024900,36005024900,"Census Tract 249, Bronx County, New York",0,11,0,11,0,11
1400000US36005025000,36005025000,"Census Tract 250, Bronx County, New York",964,64,512,98,452,106
1400000US36005025100,36005025100,"Census Tract 251, Bronx County, New York",2204,95,305,140,1899,150
1400000US36005025200,36005025200,"Census Tract 252, Bronx County, New York",927,50,400,68,527,74
1400000US36005025300,36005025300,"Census Tract 253, Bronx County, New York",1956,84,116,61,1840,106
1400000US36005025400,36005025400,"Census Tract 254, Bronx County, New York",791,42,377,56,414,59
1400000US36005025500,36005025500,"Census Tract 255, Bronx County, New York",2254,71,91,79,2163,114
1400000US36005025600,36005025600,"Census Tract 256, Bronx County, New York",626,52,263,64,363,76
1400000US36005025700,36005025700,"Census Tract 257, Bronx County, New York",692,39,32,35,660,50
1400000US36005026100,36005026100,"Census Tract 261, Bronx County, New York",1008,42,779,74,229,71
1400000US36005026300,36005026300,"Census Tract 263, Bronx County, New York",2248,162,103,58,2145,171
1400000US36005026400,36005026400,"Census Tract 264, Bronx County, New York",1857,151,933,164,924,181
1400000US36005026500,36005026500,"Census Tract 265, Bronx County, New York",2156,87,54,56,2102,100
1400000US36005026601,36005026601,"Census Tract 266.01, Bronx County, New York",1373,69,337,93,1036,103
1400000US36005026602,36005026602,"Census Tract 266.02, Bronx County, New York",2570,129,680,176,1890,201
1400000US36005026701,36005026701,"Census Tract 267.01, Bronx County, New York",1283,74,6,9,1277,74
1400000US36005026702,36005026702,"Census Tract 267.02, Bronx County, New York",2540,96,208,93,2332,127
1400000US36005026900,36005026900,"Census Tract 269, Bronx County, New York",1401,62,195,69,1206,87
1400000US36005027300,36005027300,"Census Tract 273, Bronx County, New York",2639,135,257,107,2382,162
1400000US36005027401,36005027401,"Census Tract 274.01, Bronx County, New York",1698,90,1210,123,488,111
1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",1352,73,712,137,640,142
1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",10,9,7,8,3,6
1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",1758,97,205,99,1553,140
1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",2626,217,772,177,1854,239
1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",1722,70,991,132,731,124
1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",1150,91,86,55,1064,110
1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",20,21,3,5,17,20
1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",1582,68,307,61,1275,89
1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",470,47,239,49,231,61
1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",1198,76,226,108,972,110
1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",1111,81,672,123,439,100
1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",1874,72,260,91,1614,118
